"idx","content","star"
"2848","补标","推荐"
"2849","《活着》的非凡之处，在于它是一种闷声爆炸的生活意志的记录。它也是感人的，提供了苦难和悲剧面前，自我与现实的冲突和宽容。总觉得以前的人，性格非常坚韧，劲头特别大，不怕穷苦劳累，过得很惨但是也能开出花来。","力荐"
"2850","太沉重，哭惨了，从福贵内战回来看到妻儿的那个画面开始，那个年代活着是痛苦的，为活着而活着 〒_〒","力荐"
"2851","补标。这本书简直给我当年幼小的心灵一个沉重的打击。太惨了吧，当年看完趴桌子上哭了半节课…","力荐"
"2852","有庆死了，凤霞死了，家珍死了，二喜死了，连苦根也死了。活着啊，真苦。","力荐"
"2853","福贵的一生经历了旧社会到新中国成立再到文化大革命，从家财万贯到一无所有，所有的亲人离去只剩一头老牛陪伴，他都默然的承受着，活着的意义究竟是为了什么！","力荐"
"2854","对高中时期的我是很有冲击力的","力荐"
"2855","一气呵成的读完，中途哭得抽噎","力荐"
"2856","当年准备考研的暑假看的，看完后立刻看了电影，命运捉弄的无力感","力荐"
"2857","看完闷得慌，心疼有庆，凤霞，心疼福贵一家人，没有盼头似得过日子。命运的摆锤一下一下地击打他们。太压抑了。","力荐"
"2858","苦难的富贵。从败家子开始经历了家人的生老病死。最终孤苦生计。","推荐"
"2859","“人是为活着本身而活着的，而不是为了活着之外的任何事物所活着“。整本书充满了苦难、坚毅与隐忍，打压着稍纵即逝的欢乐。叙事的语调徐徐的，轻轻的，但更加戳人。","力荐"
"2860","一个字惨","力荐"
"2861","看完难受","力荐"
"2862","生活已经这样了还能怎么办呢，只能“活着”了。","力荐"
"2863","我一直忘不了活着带给我的巨大震撼，读完此书多年回想此书仍然能感受到这本书所带来的绝望。","力荐"
"2864","小说比电影结果还要凄惨，可能更现实！那就是那时候真实的的生活。","力荐"
"2865","这就是人生吗","推荐"
"2866","补记","推荐"
"2867","人间值得，活着","力荐"
"2868","上大学的时候看的，很心酸","力荐"
"2869","很久没有这样顺畅地一口气读完一本书了，经典就是经典。","力荐"
"2870","那一星不给主要是给我年幼的心灵带来太大的痛苦了","推荐"
"2871","时代烙印。","推荐"
"2872","为了活着而活着",""
"2873","活着","力荐"
"2874","活着也是死去","力荐"
"2875","买了两本","力荐"
"2876","苦难中的温暖","力荐"
"2877","08年第一次读活着，从头读到尾，胸口像压了一块巨石，哭到不能自己，19年重读活着，依旧难过的无法排解。","力荐"
"2878","  故事很简单，读起来也轻松，差不多只花了5个小时。 难能可贵的朴素和真实感 ，老伯和作者都是很会讲故事的人。  序言很好，读了两遍，值得再回味。  珍惜眼前人。(《活着》不是就《定西孤儿院记事》其中一篇的延伸版吗?)","力荐"
"2879","余华的小说 和少女心的我不是太切合","推荐"
"2880","看见了人生悲苦，看见了底层人民的乐观和坚强，看见了生命的柔韧，看见了命运和岁月那不动声色的力量。","推荐"
"2881","太喜欢这样的书了","力荐"
"2882","沉重，沉重，沉重。富贵的悲哀，也是那个时代下人民的悲哀。每一页都很沉重，文笔又极度流畅。这个版的印刷质量太差了，跟盗版的一样。","力荐"
"2883","我以为会更厚重一点，没想到这么轻飘飘，文学也有喜好，我并不喜欢这本书，它没有打动我，一直在很冷静的陈述几十年中国变化给个人的伤痛，人物，内心描写都是个屁，或许这样好翻译给外国人看，或许在外国人看来真实？但我觉得太过轻飘飘。或许以后我的想法会变","还行"
"2884","人生太坎坷了，几多艰难","推荐"
"2885","看完电影觉得苦 哪知道原著更苦啊  相比之下的电影已经相当克制而温和了   一个轻快活泼的年轻人生活中的一天与一个老人的整个一生来回切换的鲜明对比  和福贵口中平缓又略带调侃的语气  反而让一个沉重的故事更显沉重   书里写的是人对苦难的承受能力 忍受承受生活赋予人的责任和现实赋予人的幸福 苦难 无聊 平庸  人是为了活着本身而活着 而非为了活着之外的任何事物活着  我想我应该是不太明白的  看到挚爱亲人 一个个在时代背景的洪流中因缘际会的一一离世  看到挚爱亲人体贴懂事善良老实 却一个个被时代所作弄  那么活着到底是什么意思呢？ 舍不得亲人不能死  活过了种种困苦不该死  还是无所谓将来活得一日算一日的不在意死 …… 大概此时的我很多都无法明白吧  期望未来重看的时候 时间能","力荐"
"2886","是一本好书 也是一本我不会再读第二次的书。",""
"2887","最近在忙什么活着","力荐"
"2888","活着就好啊 活着吧","推荐"
"2889","不喜欢苦情，不喜欢自作自受。","还行"
"2890","中学时代读是大哭的，也不知道哭什么","推荐"
"2891","【2019第45本】活着本身就是一种意义。","推荐"
"2892","看的心里好苦，觉得主人公真是一个随遇而安的人，好日子也过得，赖日子也过得，真是人生得意须尽欢，莫使金樽空对月。今朝有酒今朝醉，明日无酒喝凉水","力荐"
"2893","太绝望了","力荐"
"2894","当年年少，以为文笔朴实就是真实。现在回想，伤痕文学海外版还能出口转内销，9012年了还有人吃这套呢，也算是造纸业产销奇迹","推荐"
"2895","多年前读过之后一直心有余悸 回想起里面的死亡仍然觉得触目惊心","还行"
"2896","一般","推荐"
"2897","我想看这本书可以说有好几年的时间了，不敢看是因为怕自己哭。今天一天的时间就看完了，反而舒了一口气，哭了一次，有庆死的时候。后面几次都是眼泪在眼眶里打转，没哭出来。活着就是这么回事啊，哭了几次以后，想哭就哭不出了。人的一生啊，痛苦可能远远没有快乐多，但是幸福快乐的时光并不是那么容易被记住，反而痛苦却很深刻，能让人记一辈子。所以啊，好好珍惜现在的时光，珍惜自己的平凡的每一天，因为平淡就是福。","力荐"
"2898","抹着油头、骑着胖妓女的少爷我一眼就动了心。可惜这少爷一夜之间就变成了农民，连点影子都没剩下，让人怀疑这还是同一个人吗。前半段的故事很好（除了少爷一夜变农民外），但到了凤霞那里就开始显得刻意了，故事就真的变成了故事。不过我倒不觉得这是在歌颂苦难，只是苦难不可避免，有人没有经历不代表所有人都没有经历。","推荐"
"2899","悲凉与无力，还是要活着啊","力荐"
"2900","相比余华后期的这些作品，我更喜欢他的先锋时期。《活着》跟《许三观卖血记》有时候让我觉得，挺庸俗的（大逆不道的话）","推荐"
"2901","S4 一本小书，不厚，很快读完。读的时候全程比较平静，只是在看到有庆死时泪水上涌。之前久闻该作的名声，选择高考出分这天读，是想提醒自己，「生活是属于每个人自己的感受，不属于任何别人的看法」。","力荐"
"2902","自身与时代与他人带来的无尽的苦难","推荐"
"2903","太悲剧了，第二遍看了一遍放弃了，我感觉我的心变得更柔软了","推荐"
"2904","之前读的打印版 大一","力荐"
"2905","补标，大一读的吧，在沉重的叙事中，余华的文字有一种飞扬。手不释卷，熬夜一气读完，再难找到这样的阅读状态了。","力荐"
"2906","很久没有一本书让我如此动容了，“惨”得让人泪目。“活着”真的很好的诠释了小说的主题，活着和死去。那几十年在上面看来是所谓“弯路”，小民却连最起码的活着也是如此艰难。几十年，那是毁灭了数代人的骷髅岁月，那是最黑暗的时代。大抵每一个朝代的更替都是如此，百姓永远是最苦的那一波人。“这是最好的时代”本就是谬论，每一个时代都是当时“最好的时代”。兴百姓苦，亡百姓苦。几千年都不变。“国家”“人民”始终都只是政治的对象。","力荐"
"2907","高一读我姐的，一种人生",""
"2908","没有卡壳流畅地读完了，除了死人的时候常感觉难过之外，没有那种令人难以喘息的刺痛，一直保持着冷漠。余华一直忠于讲述，隐去了人物的想法，让人在见证数次死亡中保持冷漠。   稀疏平常。            平淡如水。","推荐"
"2909","有人说福贵的悲惨源于他的愚昧无知狭隘，不是的，真的不是的。活着就是你无论悲哀地前行还是昂扬地前进总能一盆刺骨冷水浇下来。生活从未变得更好，也不会变得更糟。","力荐"
"2910","残酷却又活在当下的活着。","力荐"
"2911","月光照在路上，像是撒满了盐。","推荐"
"2912","很久以前在大舅家读过，纪念。","力荐"
"2913","各种死法……","推荐"
"2914","好","力荐"
"2915","用朴实简练又生动的语言勾勒出的故事，福贵的双亲，地主，发妻，战友，一双儿女，外孙都在不幸中过世，唯独剩下他自己拖着残命活了好多年。舅舅几次说起，福贵败光家产，及至龙二“替他”挨枪子的故事，几乎就和太姥爷前半生一样。想来，活着的福贵经历的一切，也就是活着度过那些个兵荒马乱、忍饥自危的人们经历的东西了。","力荐"
"2916","余华的书读着很有快感，是隐隐作痛的快感。人生在世，身边人的过世会给人生曲线带来不同的扭转。只要活着，就要和眼前人一起坚强的活下去，即使只有一个，虽然不知道意义在哪。","力荐"
"2917","福贵应该是变动星座的吧。不要太不靠谱。读的时候，觉得福贵和家珍，虽苦，却十分美好，凤霞和二喜也是。看到福贵的时候，我脑海里全是一个人的影子，哈哈哈。觉得我就是家珍，倔强而尊重丈夫。另外福贵一定是八字太硬了，天煞孤星。伟大的作品读起来异常顺畅。写作的最高境界。","力荐"
"2918","看一遍就够了，哭的一塌糊涂","力荐"
"2919","2019","力荐"
"2920","书真的是虐心虐肝虐肺，在高铁上一个小时就看完了，引得前座的人频频向后看","力荐"
"2921","读到有庆输血那里就不敢读了 因为显芳剧透过后面 还好是看过电影版的 不然我真的会超级难受的 很不希望有这样的事情发生...","力荐"
"2922","克父母、克妻儿、克女婿克外孙克朋友，福贵算是我见过命最硬的小说人物了。","力荐"
"2923","一个人可以承受多少苦难，又可以多么继续的乐观着。人活着，就是为了活着本身，而不是其他原因，这是余华对中国人最伟大的洞见，幸运的是，他成功准确地说了出来。一天不死，就要活着。曾经觉得莫名其妙的都死了，很荒诞，年岁越大，经历越多，越看到其中的真诚，悲悯，中国人的底色，温暖，乐观。很古典的小说，说的都是苦难深重的中国，思维意识都很古代，很熟悉，是老派的那类小说，还在说挨饿，买糖甜甜嘴的日子，仿佛已经远去几百年。不是这个时代会看的东西了。一直都是在逆来顺受，一直都是承受苦难，中华民族的历史和人。艰难求生，这个气质","推荐"
"2924","活着只为活着～2019616～陌生化的处理～活在这个时代何其荣幸~一天一本小说～","推荐"
"2925","冷酷的叙述意志与真挚的人性。幸亏了葛优和巩俐。","力荐"
"2926","【9分】本以为日子苦就苦吧，有希望也是可以活下去的。可希望没了的时候，也是要活下去的。不知是因为麻木的惯性，还是因为对生命的极致尊重。不评价。","推荐"
"2927","我希望自己时刻保持悲悯和感恩。","力荐"
"2928","终究是要活着","力荐"
"2929","补标","力荐"
"2930","大学那会读的，没想到会那么真实，那么残酷，那么让人动容","力荐"
"2931","有些人活着就用尽全力，活着便是千万日常","力荐"
"2932","补标。","推荐"
"2933","忘记书的具体内容了 然而压抑感总是还记得","推荐"
"2934","“我认识的人一个挨着一个死去，我还活着。”","力荐"
"2935","心塞过后剩下一缕烟丧文化盛行的今天 各种无病呻吟的小情绪被书中的命运之手捏成碎渣","推荐"
"2936","生活的力量不是来自于喊叫，也不是来自于进攻，而是忍受，去忍受生命赋予我们的责任，去忍受现实给予我们的幸福和苦难、无聊和平庸。","力荐"
"2937","一口气读完。苦难文学。仿佛在看中国版百年孤独，缓慢的接受一个家族的死亡。","力荐"
"2938","高二运动会期间花了一天半看完，太棒了废寝忘食地看完，活着的意义是什么？起码在中国他经历的各种，让他生不如死，最后只剩下陪他的一头牛罢了","力荐"
"2939","高一读的 那时候感觉还挺深刻",""
"2940","“这辈子也快过完了，你对我这么好，我也心满意足，我为你生了一双儿女，也算是报答你了，下辈子我们还要在一起。”余华没有煽情，可以说冷酷得不像个作家更像个日常见惯了生死医生（不过他自己只是个牙医），可我们都感受到了这背后的力量。","力荐"
"2941","记忆。","力荐"
"2942","这么宏大的标题写得如此通畅，只可惜茅奖居然像作文题一样有字数要求。","力荐"
"2943","于我而言，活着就是挑战。","力荐"
"2944","看完想流泪的一本书","力荐"
"2945","“活着”充满了力量..它的力量来自于忍受，去忍受生命赋予我们的责任，去忍受现实给予我们的幸福和困难、无聊和平庸。人是为活着本身而活着的，而不是为了活着之外的任何事物所活着。生而为人，常感绝望困苦，但也偶有所乐。问题在于，我们如何才能坚忍且乐观地活过这一生？","力荐"
"2946","第一次读余华，通篇下来没有振奋人心的大事，也没有刻意将笔墨用在痛彻心扉的五次离别上，反倒像是一壶清茶，缓缓倒出，其色香愈见浓烈。","力荐"
"2947","读起来很顺畅，几年前在图书馆我也是这样一口气读完了许三观卖血记。“作家的使命是向人们展示高尚。”","力荐"
"2948","太苦了，这书真他妈太苦了，花了五次把这本书翻完，每次出书店的时候我都要喘上几口气，破产是活该，父亲被气死了是正常，老妈死了是程序，闺女聋哑了，我就去尼玛了的吧，儿子献血死了是有多狗血，女儿难产死了，女婿被水泥板压死，外孙吃豆子噎死了，呵呵呵劳资看了一本书就为了图个好结局，结果你丫最后买了条牛叫福贵。。。。。把所有的苦难都加在一个人身上，太残酷了吧","力荐"
"2949","泪腺大危机","力荐"
"2950","绝望中有希望，苦难中有力量。","力荐"
"2951","生命柔韧","力荐"
"2952","“我知道黄昏正在转瞬即逝，黑夜从天而降了。我看到广阔的土地袒露着结实的胸膛，那是召唤的姿态，就像女人召唤着她们的儿女，土地召唤着黑夜来临。”","推荐"
"2953","活着成为了一种惩罚","力荐"
"2954","“我看着那条弯曲着通向城里的小路，听不到我儿子赤脚跑来的声音，月光照在路上，像是撒满了盐。”哭惨了。明明是如此朴素节约的文字，却字字刻到心里去。人生的无助与痛苦，无法抑制的泪水。但即使这么痛苦，依然能平静地回想，因为活着本身，就是意义。","力荐"
"2955","欲罢不能，几度落泪","力荐"
"2956","一天上午看完，放下书只觉得无限怅然。一开始觉得福贵这个人真是混蛋！后来又觉得是很顽强的一个人，是很努力地活着。","力荐"
"2957","富贵的心态是真好，人边的亲人一个人个离开，自己亲手埋了儿子，女儿，媳妇，女婿，好凄惨，自己买了一头老牛叫富贵，和自己共度余生，凄惨的人生。","力荐"
"2958","活着，不为什么，就是活着！","力荐"
"2959","电影蛮不错！","推荐"
"2960","先活着，其他的再说。","力荐"
"2961","只记得当时哭到窒息","力荐"
"2962","朋友送的生日礼物。","推荐"
"2963","我记得当年看完，心脏上像压了一块重石，","力荐"
"2964","活着就是瞎折腾，折腾完了才知道啥最重要，可是都已经没了","力荐"
"2965","人生没有什么意义，活着就好。","力荐"
"2966","较早前读过，余华从不会让我失望","力荐"
"2967","年少不识愁滋味，以为人生不可能这么苦，余华写得太刻意了；现在才知道人生比小说，有过之无不及",""
"2968","看哭了..","力荐"
"2969","补个标记。。。自初中看过十八岁出门远行之后就一直很喜欢余华。","力荐"
"2970","我居然看的眼泪掉下来","推荐"
"2971","农耕文明的低成本社会一角，活着不容易，死却是很快的。读起来一气呵成，可见作者功力。","力荐"
"2972","朴素而伟大，这本书的书名无论取什么都不如“活着”二字更合适。用农村老人的第一人称进行叙述，语言非常日常，节奏非常快，阅读体验流畅到始料未及，看完后心里堵得慌，准备出门走走稀释一下。19年第5本。","力荐"
"2973","补标",""
"2974","大学读的","力荐"
"2975","人生苦难如斯。","推荐"
"2976","和电影不太一样的。虽然先看过电影，但看书依然觉得生猛啊！余华真是绝了。","力荐"
"2977","余华的灵性是跃然纸上的。是他告诉我，魔幻现实主义才是现实主义。","力荐"
"2978","读来当然是沉重的，但是还是觉得中国现当代作家不会写人，不会写人性，只能写人的表象，写下来的只是一个压抑的人的符号，也许中国人都不懂什么是真的活着，什么是真的人。","推荐"
"2979","呵，人生。","力荐"
"2980","文字简单朴素，直抵人心。第一次看的时候觉得难受，福贵太惨了，小时候的我难以想象一个人的人生中能有这么多苦难。第二次看，还是难受，但终于体会到了福贵生活中的平淡与快乐。","力荐"
"2981","活着的意义就是去忍受吗，就是苦日子吗，就是家人的离去吗，可能这些外在的客观事实我们无法改变，唯一能改变的是我们的主观，一家人在一起就是幸福，有鱼有肉有忙有爱就是生活，但愿生活还有浪漫与爱情，理想与现实，少一些痛苦，多一些这样的温暖与爱","力荐"
"2982","苦难，于经历者个人体验来说就是活着，于旁观者才是幸存。福贵是千千万万个默默活着的中国农民的象征，他们在漫长的几千年里默默忍受着赋税徭役，灾祸战争等的侵扰，带着韧劲勇敢的挺直脊梁去忍受，这是我们文明的根。但福贵又超越了农民的忍受，他活着，睁大眼睛审视以往的苦难，清醒而坚定，又区别于那些在苦难中一天一天捱着，前事不顾后事不思，在传统体制中缺少话语的农民，尽管他们都不去说什么，遑论抗争。","力荐"
"2983","中国农民","力荐"
"2984","余华用福贵一生坎坷的经历反映了上世纪中国从抗战前到改革开放这一段社会历史，同时也在告诉读者活着就是最大的幸福。","力荐"
"2985","吃甜的也可以长大，为什么一定要吃苦。因为没得拣","力荐"
"2986","二刷。质朴的情感。活着不是为了什么理想和价值观，落泪也不为命运。","力荐"
"2987","三星给小说，一星致敬经典。在那个没人敢说真话的年代，这样的一行行文字显得那么沉重有力。平凡又不平凡的一生，在时代背景的映射下，流淌着剧烈的悲喜。","推荐"
"2988","电影哭着看，书也哭着看","力荐"
"2989","生存不易，生活更甚。","推荐"
"2990","作者签名加持，又看了一遍",""
"2991","活下去的意志","推荐"
"2992","最刻骨的历史印记都得以淋漓尽致的展现，压抑却又坚韧。","力荐"
"2993","不给活路也要活下去啊","力荐"
"2994","四星半。一个人出生，长大，结婚，生子，如果他对自己所谓的“活着”根本没有概念，只有动物直觉般对生与死区别的感受，那他能算真正的“为活着而活着”吗？他的“活着”到底是源于对现实的自觉勇敢的抗争，还是源于“好死不如赖活着”的动物本能呢？很多人常常爱说过去的人们生命力更顽强，这并不是实话。他们没有面对难易两种生活时自己选择hard模式，他们只是被逼无奈地从出生就过上了苦日子。在这种情况下，男主生存到最后，也不是因为他更坚强，只是在一团混沌的偶然里他撞上了这种命运而已。序言中那一句“绝望的不存在”，充分显示了本书主题根植其上的偏狭——如果与大地更接近的地方真的不存在绝望，永远涌动着自发的生命力，农村自杀率何以比城市高出一倍呢","力荐"
"2995","一个人来，一个人走～","推荐"
"2996","初中读的书了，不是很厚的一本书，承载了福贵悲惨的一生。犹记得读完心情十分沉重，还去看了活着的电影，电影倒是没这么惨。可是还是觉得好无力啊，如果我是书里的主角，我又能做什么呢？我也不过是被卷入历史洪流中的一小叶扁舟罢了，无力抵抗命运，真的好渺小啊。","力荐"
"2997","人生苦难重重，富贵命真硬，可这何尝不是受罪。","力荐"
"2998","造成福贵一生悲惨经历的原因是什么？是年轻时没学得安身立命的本事，没交上一个积极向上的朋友。烂嫖烂赌，让他将一手好牌打烂了。之后悲惨的经历除了与时代有关，但更加有关的是他缺乏改变的智识，眼界和能力。当然了，他不缺乏从小鸡变羊，从羊变牛，从牛边大片田地的目标。那又怎样？他没那个蜕变的能耐，哀其不幸，怒其不争","力荐"
"2999","隐忍的震撼","力荐"
"3000","为活着而活着已经足够伟大","力荐"
"3001","绝望的生活之路留下一缕黄尘。","力荐"
"3002","有限的温情，无限的痛苦。活着究竟是为什么呢？","力荐"
"3003","非常吸引人的故事。","推荐"
"3004","在高中时期，余华老师曾来我们城市办签书会，没去，但也让我记住了老师的名字。时隔之久，第一次拜读老师的书，一口气流畅地读完，后悔此时才遇见。一个老人讲述了自己的一生，送走了身边的一个又一个亲人，和自己名字相同的牛共度余生。上个时代的故事无不凄凉，快乐和幸福都是短暂的，想要知足常乐是件老天都不允许的事情，读得既揪心又心疼。能活下来，太不容易了。","力荐"
"3005","太苦了太苦了大半夜地读得我起来灌了两大杯水。有庆献血那段我快窒息了喘不上气","推荐"
"3006","买来一直放在书柜里：这书名、这封皮、这作者名字、这好评度，想当然地以为会是一本很深刻的很难读的巨作。想不到是一本小说！而且不同于一般巨作小说后半部才开始好看，这本书每一句都是高潮！太让人惊喜了！    此时描写了一位名叫福贵的老人，经历了败光家产、抓去打仗，爸爸、妈妈、儿子、老婆、女儿、女婿、外孙一一死去，只有他活着，买了头牛相依为命，命名福贵。太惨了！只有“活着”才是主题，因为除了“活着”什么都没了。","力荐"
"3007","为什么我记得我标注过呢？","力荐"
"3008",":（","力荐"
"3009","鸡长大了不会变成鹅，福贵一直在村口的树下有个孤苦地耕地。","力荐"
"3010","人不管怎样，还是要活下去。2小时10分钟","力荐"
"3011","我一直在想这本书所表达的活着的意义，是不是就是单纯的活下去，没有希望也要活下去，但坚持的意义呢？","力荐"
"3012","书是好书，但余华的巅峰绝对是《在细雨中呼喊》。《活着》更像是一种试验，一种文体上的试验（现实和回忆交织应该怎样利用好的节奏去组织），一种主题上的尝试（个人生活和体验如何与大历史联系起来），一种文字上的尝试（如何写得冰冷而平静）。当然，这本书还是太过温暖和仁慈的，不似《在细雨中呼喊》那般是完全的绝望。","推荐"
"3013","补标啦","力荐"
"3014","起承转合，一波三折","力荐"
"3015","最近真的喜欢看这段历史","力荐"
"3016","生活是属于每个人自己的感受，不属于任何别人的看法。","推荐"
"3017","2012.10.09",""
"3018","人生啊","力荐"
"3019","140127.  181027","力荐"
"3020","同样是上班时间看，王小波折磨我大半个月。这本是今天中午看完红拂夜奔，还在保健室午睡好久，在下午利用798散步时间在下班前看完了- -大概就看了不到俩小时。旧时代真可怕。","推荐"
"3021","生活太残忍了。","力荐"
"3022","我是第二次读这本书了。第一次读的时候，是在十五六岁的年纪，当时读完后，只是一声长叹。但现在再读，强烈的痛苦撕裂者我，同时又被书中人物的朴实给温暖着——“活着只是为了活着”——这便是中国老百姓最深层次的道理。",""
"3023","触目惊心，钝钝沉痛。 ","力荐"
"3024","很久以前读过一遍，现在再读一遍，不知道是不是年纪大了，中间好几次掉眼泪，读读哭哭，哭哭读读。活着也好，许三观卖血记也好，感觉余华很擅长写苦难，他笔下的苦难很朴实，不渲染，还带着希望和喜悦，读起来便更苦上十倍。","力荐"
"3025","余华说：“活着”在我们中国的语言里充满了力量，它的力量不是来自于喊叫，也不是来自于进攻，而是忍受，去忍受生命赋予我们的责任，去忍受现实给予我们的幸福和苦难、无聊和平庸。","力荐"
"3026","不喜欢这种苦到绝望的","还行"
"3027","人生啊…回味无穷。很久没有像这样finish a book in one sitting了…","力荐"
"3028","活着真是太苦了，但是还是要继续活下去呀。","力荐"
"3029","勇敢与懦弱、麻木与超脱的界限有时是如此模糊不清","力荐"
"3030","是苟活还是生活，只有做主语的才能抉择","力荐"
"3031","补","力荐"
"3032","在大树底下坐着抽烟乘凉的富贵啊，那天阳光真好。","力荐"
"3033","时代波动下的小人物","力荐"
"3034","看过的余华的第一本小说 那个年代真实的一生","力荐"
"3035","历史的真相是苦难。",""
"3036","时代面前，人是多么渺小，命运面前，活着多么难求","推荐"
"3037","看着的确不舒服，但是好像也没特别有共鸣。毕竟时代不一样了，至少那些苦难，让我很难感同身受。何况一切的苦难均源自咎由自取，没资格埋怨时代。","推荐"
"3038","63  读着太过顺畅 根本不想停下来  心痛 难过  太痛了 ","力荐"
"3039","活着，去遭受","力荐"
"3040","很朴素的故事，但是很有味道","推荐"
"3041","最震撼的时候是有庆献血去世吧 平淡但是说不上来的难受。回国前一天匆匆看完还给zjy 然后在电车上给她们概括了剧情 #希望不是以后一次见面","力荐"
"3042","我读第二遍 我觉得情节直接承接的力度太差 谈不上一部很好的作品","还行"
"3043","直白、不煽情","力荐"
"3044","2014.03.09人只是为活着本身而活着，而不是为活着之外的任何事物而活着。","力荐"
"3045","余华的文字还是生动真实的","力荐"
"3046","整本书是按照新中国建立之后的历史发展开展的，一个个时代的特点都反映到了富贵的身上，富贵仿佛是一个社会问题的缩影，最初接触《活着》是高中阅读理解，但是这本书没有一定的经历读不懂","推荐"
"3047","父母，有庆，春生，凤霞，家珍，二喜，苦根……亲手埋葬所有的亲人到底是命苦还是幸福，富贵很本分，可以说甚至没有特别的个性，但是却有一种韧性。这种韧性因为他的平淡无奇，产生一种错觉，仿佛每个人都可以拥有。","力荐"
"3048","没有地域风情，甚至没有环境描写。故事简单，语言简洁，一定很好翻译。外国人一定很喜欢这本中国小说。但是鄙人重读，感觉真的很怪。尤其是我这个采集民歌的人，很漂浮，不可靠。浮光掠影的死亡，廉价的眼泪，缺乏深度的故事。另外，字数不够，序言来凑。","还行"
"3049","初中时读的，想流泪","力荐"
"3050","人生无常，活着吧","力荐"
"3051","难","推荐"
"3052","2019.6.11","力荐"
"3053","福贵的一生，从富有到贫穷…爸爸死，妈妈死，儿子死，女儿死，老婆死，女婿死，外孙死，一个个死字又包含了多少心酸苦楚难过悲痛欲绝。然而福贵没有死，还有他的老牛，两个被称为老不死的。到最后，生亦何欢死亦何苦。我们因为活着而活着，那就好好的活着好了。","力荐"
"3054","余华说他是带着极端冷漠的笔触写出的《活着》，但是包括我在内的很多人都从中读到了温暖和希望……","力荐"
"3055","很短，但很有力量。活着就是悲欣交集。","推荐"
"3056","人生就是一个过程，起起落落尽管在其中，尽人事听天命足矣。","力荐"
"3057","啊啊啊一边吃饭一边哭","力荐"
"3058","活着大概就是对生活苦难不动声色的反抗。","力荐"
"3059","这家人感情真好 从不相互埋怨","推荐"
"3060","不要当败家子","力荐"
"3061","活为不易","力荐"
"3062","月光照在路上，像是撒满了盐。","力荐"
"3063","“像我这样，说起来是越混越没出息，可寿命长，我认识的人一个挨着一个死去，我还活着。”活着就是在家破人亡、生离死别中受苦的，但在苦难之中又总会给些家人相聚、孩子长跑第一之类的小幸福让人觉得还有活下去的必要。就在这众多的苦难与幸福之间，被生活锤炼成了蒸不烂、煮不熟、捶不匾、炒不爆、响珰珰一粒铜豌豆，孤身一人一牛也能笑着面对生活，把他打磨成了一个敢于为了活着而努力活着的人。","力荐"
"3064","好平静好深沉的悲伤啊","力荐"
"3065","【2019.32】一口气看完了，什么都不想说了。","力荐"
"3066","人生惨到了一定的地步，看破或者看淡了自己的命运，就会变得幽默。“皇帝招我做女婿，路远迢迢我不去。”","力荐"
"3067","感人至深","力荐"
"3068","“作为一部作品，《活着》讲述了一个人和他的命运之间的友情，这是最为感人的友情，因为他们互相感激，同时也互相仇恨；他们谁也无法抛弃对方，同时谁也没有理由埋怨对方。他们活着时一起走在尘土飞扬的道路上，死去时又一起化作雨水和泥土。” ","力荐"
"3069","初高中老师推荐必读书目呀","推荐"
"3070","还记得那个炎热的暑假，吹着电风扇把这书一口气读完，然后好几天没缓过来劲儿。","力荐"
"3071","“做人不能忘记四条，话不要说错，床不要睡错，门槛不要踏错，口袋不要摸错。”","力荐"
"3072","与他们的苦难相比，我们的活着是多么幸福啊。","力荐"
"3073","看完有一种死一样喘不过气的沉重感，不能理解是什么还能支撑着福贵活下去。看完很压抑很难受，但是却完全不想哭，可能是太真实了吧…11年就看过另一个版本了，但居然毫无印象>_<","力荐"
"3074","这是第一本让我爱上读书的佳作❤我第一次知道了陶渊明笔下的废寝忘食的真实性看了书 之后时隔多年再去看电影感触颇多🙃愿我可以活的很自在 洒脱 ","力荐"
"3075","为什么我们选择活着而不是死去？","推荐"
"3076","眼泪已经开始在眼睛里打转了",""
"3077","这日子太惨了…","推荐"
"3078","电影看了好几遍 一直没想着要读下原著 小说的语言平实 福贵的结局比电影显得悲凉 电影比起小说的冲击力更大些 有些改编我认为是比小说更出彩的点 比如贯穿整部片子的皮影 医院里吃馒头噎死人这些情节 这些都令人印象深刻  ","力荐"
"3079","我记得那时看觉得很心痛","力荐"
"3080","现实比我们想的更惨，现实比我们想的更美好………","力荐"
"3081","余华的这些文字，不带有立场，描写的看起来没夹杂任何感情，好像只是旁观的人在不带一丝情感的叙述着一件事。在看的过程中，我却心如刀绞。尤其是凤霞生孩子大出血断气，两个“句号“，就把凤霞的一生终结了。亲手埋葬一个接一个离去的身边人，最后只剩下自己。太苦了。","力荐"
"3082","如果是第三人称如果再些篇幅就是史诗","推荐"
"3083","我觉得我不配读它，他的苦难摆在我面前让我感到羞愧，他以如此平淡的口吻讲述他的人生悲苦甚至还能逗我笑，他的坚韧太沉重了，甚至剥夺了我哭的能力。人性的弱点在他身上仿佛消失了，从而显露出一种最原始的生物性，在任何苦难和艰辛面前依然不放弃，依然显示出尊重生命的姿态，那便是活着。生活和命运加之于他身上的都像是一种馈赠，他不会轻易地诋毁它，甚至在讲述它的时候像在谈论一个老朋友，透着温情和朴实的光芒。他看起来如此脆弱，却又无比坚韧。苦难给生命增添了厚重感，让它的意义更深远。",""
