title,score,score_num,short1,short2,short3,short4,short5
小王子,9.0,"(
                    525783人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


小王子是一个超凡脱俗的仙童，他住在一颗只比他大一丁点儿的小行星上。陪伴他的是一朵他非常喜爱的小玫瑰花。但玫瑰花的虚荣心伤害了小王子对她的感情。小王子告别小行星，开始了遨游太空的旅行。他先后访问了六个行星，各种见闻使他陷入忧伤，他感到大人们荒唐可笑、太不正常。只有在其中一个点灯人的星球上，小王子才找到一个可以作为朋友的人。但点灯人的天地又十分狭小，除了点灯人他自己，不能容下第二个人。在地理学家的指点下，孤单的小王子来到人类居住的地球。 小王子发现人类缺乏想象力，只知像鹦鹉那样重复别人讲过的话。小王子这时越来越思念自己星球上的那枝小玫瑰。后来，小王子遇到一只小狐狸，小王子用耐心征服了小狐狸，与它结成了亲密的朋友。小狐狸把自己心中的秘密——肉眼看不见事务的本质，只有用心灵才能洞察一切——作为礼物，送给小王子。用这个秘密，小王子在撒哈拉大沙漠与遇险的飞行员一...(展开全部)
",是你浪费在我身上的时间 使我变得 如此珍贵,说实话 我看不太懂 但还是跟风给个5星吧 以显示我也是有思想有学识之人,我早该猜到，在她那可笑的伎俩后面是缱绻柔情啊。花朵是如此的天真无邪，可是，我毕竟太年轻了，不知该如何去爱她。,我的玫瑰花儿，只有四个微不足道的刺，用来抵御这个世界。
房思琪的初恋乐园,9.2,"(
                    143502人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


令人心碎却无能为力的真实故事。 向死而生的文学绝唱  打动万千读者的年度华语小说。 李银河 戴锦华 骆以军 张悦然 冯唐 詹宏志 蒋方舟 史航 等多位学者作家社会名人郑重推荐。 痛苦的际遇是如此难以分享，好险这个世界还有文学。 我下楼拿作文给李老师改。他掏出来，我被逼到涂在墙上。老师说了九个字：“不行的话，嘴巴可以吧。”我说了五个字：“不行，我不会。”他就塞进来。那感觉像溺水。可以说话之后，我对老师说：“对不起。”有一种功课做不好的感觉。 小小的房思琪住在金碧辉煌的人生里，她的脸和她可以想象的将来一样漂亮。补习班语文名师李国华是同一栋高级住宅的邻居。崇拜文学的小房思琪同样崇拜饱读诗书的李老师。 有一天李老师说，你的程度这么好，不如每个礼拜交一篇作文给我吧，不收你周点费。思琪听话地下楼了。老师在家里等她，桌上没有纸笔。 思琪的初恋是李老师。因为李老师把...(展开全部)
",每句话都要停下来做比喻，虽然她说自己痛苦，但在我看来她从第一次开始只不过是快乐又负罪又无人可诉罢了，从第一次开始她既有拒绝的权利，为什么第二次又乖乖的跑下楼去找他“看作文”。李的花言巧语和卖弄学问，恰恰是骗不懂文的女孩最管用，房小姐自认才貌双全（实有卖弄之嫌），为何“上当”。因为不仅仅是“上当”，这里面有很大的自愿成分。而她不能接受的，只是发现李乃花丛浪子，所说所做皆为哄她上床。她怎能被轻贱至此？...,假设不知道作者的新闻，这也是一本很纯粹很优秀的文学作品,或许是因为成了社会热点，这本书的文学性被过誉。有一些比喻很新奇，但还有很多令人费解。父母的形象很苍白，大姐姐的形象也像琼瑶剧里出来的。作为处女作确实已经展现出作者的天赋，能写出来亦是勇气可嘉。中国这样的社会对房思琪这样的文学少女是异常残酷的，因此很多时候我觉得女人不爱文学也很好，毕竟中国文学（尤其旧文学）里面可少不了那种李国华喜欢的情趣。如果我有女儿，一定不让她沉湎于哀哀怨怨的旧文学。书里面竟然没...,她懂得很多，说话也很深刻，但却有一种单纯感。我不知道她是怎么做到的，她是深刻和单纯的糅合体。她访谈时说：在读这本书的时候，你能感受到痛，那是真实的；你能感受到美，那也是真实的。我都感受到了，甚至能够感受到她被折磨而无法解脱的心情，这是林奕含留给我们的遗言。
天龙八部,9.1,"(
                    94344人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


金庸（1924年2月6日—），香港“大紫荆勋贤”。原名查良镛(zhā liáng yōng，英：Louis Cha)，浙江海宁人，当代著名作家、新闻学家、企业家、社会活动家，《香港基本法》主要起草人之一。金庸是新派武侠小说最杰出的代表作家，被普遍誉为武侠小说作家的“泰山北斗”，更有金迷们尊称其为“金大侠”或“查大侠”。 金庸生于1924年，祖籍为安徽省桐城，出生在浙江海宁，查家为当地望族，历史上最鼎盛期为清康熙年间，以查慎行为首叔侄七人同任翰林。现代查氏家族还有两位知名人物，南开大学教授查良铮（穆旦）（四十年代九叶派代表诗人，翻译家），台湾学术界风云人物、司法部长查良钊。出自海宁的著名人物还有王国维和徐志摩。徐志摩是金庸的表兄。金庸祖父查沧珊是“丹阳教案”的当事人。 1937年，金庸考入浙江一流的杭州高中，离开家乡海宁。1939年金庸15岁时曾经和同...(展开全部)
",南慕容，北喬峰，都被爹給坑。,"阿朱什么都为萧峰想到了.让他照顾阿紫,也是为他考虑吧,知道他重情重义,便留给他这样一个""任务"" ,以支撑他走过没有她陪伴的日子.
阿紫虽不讨喜,可她却是联系萧峰和阿朱不可或缺的纽带.",天龙八部者，一天，二龙，三夜叉，四乾达婆，五阿修罗，六迦楼罗，七紧那罗，八摩呼罗迦。怨憎会，爱别离，求不得，五阴炽盛，此人生大苦也。段誉说，王姑娘，这一生一世，我是永远永远不会对你生气的。此乃千古质朴奇巧之情语也。若有RPG，我选鸠摩智和段正淳。,从此很讨厌表哥这么一个称呼
安徒生童话故事集,9.2,"(
                    76630人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


安徒生是丹麦19世纪著名童话作家，世界文学童话创始人。他生于欧登塞城一个贫苦鞋匠家庭，早年在慈善学校读过书，当过学徒工。受父亲和民间口头文学影响，他自幼酷爱文学。 “为了争取未来的一代”，安徒生决定给孩子写童话，出版了《讲给孩子们听的故事》。此后数年，每年圣诞节都出版一本这样的童话集。其后又不断发表新作，直到1872年因患癌症才逐渐搁笔。近40年间，共计写了童话168篇。 安徒生的创作可分早、中、晚三个时期。早期童话多充满绮丽的幻想、乐观的精神，体现现实主义和浪漫主义相结合的特点。代表作有《打火匣》、《小意达的花儿》、《拇指姑娘》、《海的女儿》、《野天鹅》、《丑小鸭》等。中期童话，幻想成分减弱，现实成分相对增强。在鞭挞丑恶、歌颂善良中，表现了对美好生活的执着追求，也流露了缺乏信心的忧郁情绪。代表作有《卖火柴的小女孩》、《白雪皇后》、《影子》、《一滴水...(展开全部)
",如果不是叶君健译的就不要看，书者与译者相得益彰，擦出的精致纯美，无人可及,小时候买了好几本呢！真的很喜欢！,比格林好，而且寒假过后的几个月，经常在里面翻出压岁钱,海涅写信给安徒生说：一个人若有心，心中有爱，那么这个人将不得安稳。安徒生就是那个心中有爱却过得安稳的。感谢造物者留了一个安徒生给世界。
撒哈拉的故事,9.2,"(
                    51865人评价
                )",自你之后，再无真正流浪自由的灵魂。,竟然现在才看,三毛的文字其实没有特别出挑的地方，但是合成一篇，整个却显得真实、清爽。她很好地遵循了白话文“有什么说什么，该怎么说就怎么说”的宗旨，而且她聪明在不在散文中论理，不作生硬的哲思，单纯就事论事，从而反倒能让人身临其境~~印象最深的是她和荷西去偷看别人洗澡灌肠，再如三毛考驾照的那几个考题，好笑极了~~而读到他们遇到三个疯子袭击则心提至喉~~看散文，以前喜欢过余秋雨的辞藻，现在越来越喜欢三毛这类的平淡，平...,三毛最好的一本书了吧，那时候的三毛多么好奇，多么有生活情趣，也为他们的感情所感动,再看到 荒山之夜 仍然还是以前的震惊！他们那么随便就经历了一场出生入死，而且完全不在意，人生多么的洒脱啊
哈利•波特,9.7,"(
                    4596人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


《哈利·波特(共7册)(精)》编著者J.K.罗琳。     《哈利·波特(共7册)(精)》内容提要：2000年的一个深夜，在美国书店的烛光中，穿着黑斗篷，戴着小眼镜的店员开始销售“哈利o波特4”英文版，从此哈利·波特系列图书席卷全球，也是在这一年，简体中文版“哈利o波特”系列图书通过人民文学出版社引进版权登陆中国，作者J.K.罗琳用一种简单的魔法游戏将魔幻的故事传递给了中国乃至全球的青少年读者，与此同时商业电影的改编更是将这部魔幻题材的小说推向了巅峰。     截止到2013年，哈利·波特系列图书累计销量达到200多万套。     此次，人民文学出版社隆重推出《哈利o波特（精装本）》（全七册），此套精装珍藏版《哈利·波特》听取广大资深哈迷的心声，恢复选用陪伴广大哈迷十年之久深入人心的原有封面，并在此基础上提高工艺、完善装帧，配有独具匠心的精美函套，使...(展开全部)
",长大了才知道哈利波特不仅仅只是儿童读物,是爱啊,伴随了我整个童年成长的经典小说。现下唯一美中不足的应该就是马爱农和马爱新在圣器那一本翻译的时候不停的引用了本山大叔的小品名句“你太有才了”！,豆瓣读书250改版标记。（已读，版本不同。）
围城,8.9,"(
                    348204人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


《围城》是钱钟书所著的长篇小说。第一版于1947年由上海晨光出版公司出版。1949年之后，由于政治等方面的原因，本书长期无法在中国大陆和台湾重印，仅在香港出现过盗印本。1980年由作者重新修订之后，在中国大陆地区由人民文学出版社刊印。此后作者又曾小幅修改过几次。《围城》 自从出版以来，就受到许多人的推崇。由于1949年后长期无法重印，这本书逐渐淡出人们的视野。1960年代，旅美汉学家夏志清在《中国现代小说史》(A History of Modern Chinese Fiction)中对本书作出很高的评价，这才重新引起人们对它的关注。人们对它的评价一般集中在两方面，幽默的语言和对生活深刻的观察。从1990年代开始，也有人提出对本书的不同看法，认为这是一部被“拔高”的小说，并不是一部出色的作品。很多人认为这是一部幽默作品。除了各具特色的人物语言之外，作者...(展开全部)
",　我不禁想起了培根的论读书，读书不应该为了炫耀，装潢，而应该是为了丰富自身，提升自己的精神涵养吧。一个读书人骨子里的干净和纯粹，那种浑然天成的优雅气质，和无所谓的态度，却不是一个心怀杂念的人能够比得了的。知道比不了，就可以放弃比较的心，炫耀的心了。就可以把读书这件事，放得低些，再低些，低到功利心都无趣了，褪去了,钱锺书先生的文字才能称之为幽默，阳春白雪的冷幽默除了韩寒在《三重门》中模仿一番现世倒是十分罕见的了。小说的带入感太强，就算断断续续也能让人读罢感觉自己就是个“不讨厌但是无用”之人。,前半部很好，后半部太弱太聒噪。,读的时候快要笑死了。。。。如果出在现代绝对是腐女最爱orz
人类简史,9.1,"(
                    116780人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


十万年前，地球上至少有六种不同的人 但今日，世界舞台为什么只剩下了我们自己？ 从只能啃食虎狼吃剩的残骨的猿人，到跃居食物链顶端的智人， 从雪维洞穴壁上的原始人手印，到阿姆斯壮踩上月球的脚印， 从认知革命、农业革命，到科学革命、生物科技革命， 我们如何登上世界舞台成为万物之灵的？ 从公元前1776年的《汉摩拉比法典》，到1776年的美国独立宣言， 从帝国主义、资本主义，到自由主义、消费主义， 从兽欲，到物欲，从兽性、人性，到神性， 我们了解自己吗？我们过得更快乐吗？ 我们究竟希望自己得到什么、变成什么？ ------------------------------------------------------------------------------------------------ 【编辑推荐】 1、由书改变而成的人类简史课程风靡全球，成为...(展开全部)
",可能是一年来读过最棒的历史书。几乎涉及所有关于人类的重要话题，我至今许许多多关于人类的思索和知识的片段，被作者用一本小书串联了起来了。,觉得应该列为高中历史课辅助读物,前半部分很颠覆，后面就一般了。,作者认为人类（智人）的发展基于两个能力：1、虚构故事的能力。（认知革命，从而带来农业革命。）2、数字化的能力。（从而带来科技革命）。另外，虽然作者始终在小心翼翼地遮掩着他立论的基础——演化论（以免被人指控为纳粹），但是他藏不住的是由演化论导致的虚无——超人类终究会取代智人，我们只是万物演化进程中的意外，我们为吉尔伽美什计划成功的倒数计数，就是我们距离坟墓的步数。
沉默的大多数,9.1,"(
                    89709人评价
                )",与其别人让我闭嘴，不如我自己赶快沉默了去。你的理又不是我的，我跟你辩个五六七八没意思。,王小波确实有点被神化的意味了,爸爸说他看后觉得有几个问题：1文字太生硬，拗口，不优美；2作为一个知识分子，着眼点不够宽泛，没有通过思想内涵换起整个社会思考的宽宏气质。我看了一下还没能理解我爸说的。再接再厉吧~~,我们是沉默的大多数，或在内心挣扎，或在脸上写满愤怒，然而结局终究是平庸与顺从。,如果他一直活现在，也会是个吐槽怪吧。lol~
平凡的世界（全三部）,9.0,"(
                    230164人评价
                )",豆瓣的短评实在让人惊讶，如此伟大的作品竟被人唾弃的一文不值，不过仔细想来也不觉得有多么奇怪了，只怕随着时间的推移，越来越多的人将其视为垃圾也不尽然。当然，于是这又增添了一种悲哀了,每次都是连第一本的一半都看不完就弃了，真心觉得无聊。同期的《白鹿原》和《废都》我都看得很欢乐。谁能告诉我为什么这套的评价那么高....,渣,文学价值真的是不咋高,叙事手法平庸，平铺直叙，几乎毫无戏剧性可言；从文字到字里行间透露出的思想也是平庸之极。匠气十足的通俗文学作品，坚持读了一百多页后实在难以再读下去。真不明白八九十年代为什么会把这部作品捧得如此之高，也不明白它是怎样获得茅盾文学奖的。
霍乱时期的爱情,9.0,"(
                    163214人评价
                )",不夸张地讲，这本书包含了爱情的全部答案。阅读本书的好处是重新相信爱情；坏处是意识到即便相信也无济于事。,我曾经以为《挪威的森林》是我喜欢的小说，直到我遇到《不能承受的生命之轻》；我一直以为《不能承受的生命之轻》是我最喜欢的小说，直到我遇到《霍乱时期的爱情》。,"爱情，首先是一种本能，要么生下来就会，要么永远都不会, 以及人心的房间比婊子旅馆里的客房还多",我猜这本四百页的书并非是为了歌颂爱情，而是为了呈现人生，爱情是杂乱而繁茂的生命之树上温情脉脉的一缕夕阳。,想写本小说：男主是饿了么的外卖员，某次上门送餐，女主惊鸿一蹩给半个世纪后的爱情纠葛埋下伏笔。男主千方百计要到女主的 QQ 号，两人聊得火热，在网上结下山盟海誓。聊了两年，某次偶然见面让这段网恋见光死。后来，女主在一次 O2O 的上门会诊时被高富帅医生盯上，这次误诊让他们发展为夫妻。男主伤心欲绝、萎靡不振过后，下定狠心要赢得她，要赢得匹配上她的名誉和财富，要等着情敌的死去，哪怕等到世界末日。他下载了...
局外人,9.0,"(
                    110519人评价
                )",道德判你死刑，哲学证你无罪。,其实很多人跟男主人公本质一样  只不过男主人公不懂得扮演能满足社会需求和大众希望看到的角色，同质化的洪潮无法忍受一个随心所欲释放自我的人，他太直白太坦诚了，没有按照那些审判他的人所希望看到的表现出痛悔愧疚之情；因为没能满足他们的控制欲，他被无情的弄死了。这种控制欲美名其曰道德，但我没看出来这份“道德”跟他犯的过失杀人罪有什么丝毫的关系。,一个毫无参与感的人物是多么迷人，远非“孤独”、“孤僻”这样的词汇可以包括的。,我知道这世界我无处藏身，只是你凭什么审判我的灵魂,所以说冷漠并不是罪恶的，尽管世俗会让众人有“孤独是可耻的”那种错觉，但无所谓和不在乎并不能成为非议的理由，而所有理所应当的“道德使然”都只是人多欺负人少的约定俗成，本身完全没有意义。正如你的亲人离开了，你不能认为没哭的人就是不爱。看完这本书，很难说你会更爱这个世界还是更恨这个世界，或许就如书中对于默尔索的审判一样，荒诞，无稽，而主人公只是一个局外人而已。
笑傲江湖（全四册）,9.0,"(
                    82036人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


金庸本名查良镛，浙江海宁人，1924年生。上海东吴法学院毕业，知名学者、文学家、社会活动家，也是华人世界有成就的老报人。于一1959年在香港亲手创办明报机构，出版报纸、杂志和图书，一九九三年退休。先后创作了十五部长篇及短篇小说，广受当代读者欢迎，至今已蔚为全球华人的共同语言，堪称中国武侠文学的经典之作，其中若干部小说已译成英文、日文、法文、泰文、越文、马来文及朝鲜文等在海外出版发行。曾获颂众多荣衔，包括2000年获香港特别行政区颁授最高荣誉大紫荆勋章，先后获香港大学、香港理工大学、香港公开大学、加拿大英属哥伦比亚大学和日本创价大学授以博士学位，并获得香港大学、加拿大英属哥伦比亚大学、北京大学、浙江大学、苏州大学、南开大学、台北清华大学聘任为名誉教授，以及英国牛津大学圣安东尼学院、慕莲学院，英国剑桥大学鲁宾森学院及李约瑟研究院，澳洲墨尔本大学和新加坡东...(展开全部)
",一本读完，最打动我的是林平之了，也只有他的情节让我频频落泪。纨绔少年家破人亡，卑微艰难的活下去，忍辱负重，无法真正的去爱，无法获得爱。如果要摆脱这种命运，大概只能是被岳灵珊救了之后就隐姓埋名，忘记旧事。弃我去者昨日之日不可留，真正的把现在的每一天当做新生，前尘往事统统抛去，爱恨情仇皆成过往。没有执念，才能善待自己吧。,1.愈发觉得金庸的男主角没一个讨喜的，目前最让我能接受的应该是乔峰。令狐冲简直就是傻逼，很多细节不都显得就是个反复无常的蠢货&小人么？2.这一本的观感因为令狐冲和桃谷六仙的废话连篇大大打折.3.岳不群和东方不败的人物设置我倒觉得很棒.4.所以任盈盈真的是女一么?还有这么对故事情节推动不重要的女一么?5.金庸的小说是不是每一部都会有一个非常神的神医，还总有些怪癖。然后男主角一定要变装一下？？,有我最爱的金庸笔下男女主角，还有心中金庸笔下最理想的恋爱,此书害的我连续一个多星期熬到四点才睡 看的人欲罢不能 只盼着快点知道接下来的剧情 然而终于看完的时候 又觉得好惆怅 能一直看下去不结束该多好。。就这么看完了。。还好是大团圆的结局 不然心脏真心受不了
明朝那些事儿（1-9）,9.1,"(
                    67324人评价
                )",历史很精彩，历史很无奈。,文字太俗了,还是初中毕业的时候读的，我妈没舍得给我买书，全部是蹲书店顶着鄙视的眼神看完的，接着后面还看了《万历十五年》和其他一些的史学书，甚至还去图书馆借了几本明史看，可惜我终究不是方舟子或韩寒，二十四史一部都没看完。,故事还是好看的，唯一的缺点在于主次不分。讲事情要有主有次，顺着一个线索，关键的重点讲，辅助的稍作描述，逻辑才不会乱。作者最常出现的情况就是一写就刹不住，顺带提及的人物也要浓墨重彩占很大篇幅，一条线跑偏成别的事，看着看着就看不动了,这书应该打六星的。
月亮和六便士,9.0,"(
                    110204人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


一个英国证券交易所的经纪人，本已有牢靠的职业和地位、美满的家庭，但却迷恋上绘画，像“被魔鬼附了体”，突然弃家出走，到巴黎去追求绘画的理想。他的行径没有人能够理解。他在异国不仅肉体受着贫穷和饥饿煎熬，而且为了寻找表现手法，精神亦在忍受痛苦折磨。经过一番离奇的遭遇后，主人公最后离开文明世界，远遁到与世隔绝的塔希提岛上。他终于找到灵魂的宁静和适合自己艺术气质的氛围。他同一个土著女子同居，创作出一幅又一幅使后世震惊的杰作。在他染上麻风病双目失明之前，曾在自己住房四壁画了一幅表现伊甸园的伟大作品。但在逝世之前，他却命令土著女子在他死后把这幅画作付之一炬。通过这样一个一心追求艺术、不通人性世故的怪才，毛姆探索了艺术的产生与本质、个性与天才的关系、艺术家与社会的矛盾等等引人深思的问题。同时这本书也引发了人们对摆脱世俗束缚逃离世俗社会寻找心灵家园这一话题的思考，而关...(展开全部)
","

.intro p{text-indent:2em;word-break:normal;}


威廉·萨默赛特·毛姆（William Somerset Maugham）于1874年1月25日出生在巴黎。父亲是律师，当时在英国驻法使馆供职。小毛姆不满十岁，父母就先后去世，他被送回英国由伯父抚养。毛姆进坎特伯雷皇家公学之后，由于身材矮小，且严重口吃，经常受到大孩子的欺凌和折磨，有时还遭到冬烘学究的无端羞辱。孤寂凄清的童年生活，在他稚嫩的心灵上投下了痛苦的阴影，养成他孤僻、敏感、内向的性格。幼年的经历对他的世界观和文学创作产生了深刻的影响。 1892年初，他去德国海德堡大学学习了一年。在那儿，他接触到德国哲学史家昆诺·费希尔的哲学思想和以易卜生为代表的新戏剧潮流。同年返回英国，在伦敦一家会计师事务所当了六个星期的练习生，随后即进伦敦圣托马斯医学院学医。为期五年的习医生涯，不仅使他有机会了解到底层人民的生活状况，而且使他学会用解剖刀一样冷峻、犀利的目光...(展开全部)
",天才、能欣赏天才的庸人、不能欣赏天才的庸人，各有其幸与不幸。,就是讲一个人为了追求梦想一直自私着，一边推卸责任，一边享受着这个社会他人无私的帮助和贡献，最后成功了..这和常被文豪们鄙视的资本家有啥区别，人家也只是追求权钱啊，难道被冠以追求理想或者艺术之名，就可以洗白了？极左右都是不合理的。给读者一种幻觉，只要我脱离了这个社会就可以寻求到真实非凡的自我(不像现在这样平庸废物，都怪这个社会拖累我～)，这种避世思想说是鸡汤文都算好的简直是毒汤。(当然独立精神很尊敬...,与其说是小说 倒不如说是一本哲学书 【我们每个人生在世界上都是孤独的。每个人都被囚禁在一座铁塔里，只能靠一些符号同别人传达自己的思想；而这些符号并没有共同的价值，因此它们的意义是模糊的、不确定的。我们非常可怜地想把自己心中的财富传送给别人，但是他们却没有接受这些财富的能力。因此我们只能孤独地行走，尽管身体互相依傍却并不在一起，即不了解别人也不能为别人所了解。】
